,locus,annotation_name1,nfxB_P,nfxB_Q,nfxB_Difference,Welch's T-test Test statistic delta_nfxB_wt,change
425,PA0735,hypothetical protein,0.099735285,0.081529493,0.443786621,2.147856782,NOT
2292,PA3976,thiamin-phosphate pyrophosphorylase,0.008994286,0.009530655,0.44396162,3.889715416,NOT
2237,PA3882,hypothetical protein,0.784427514,0.787892653,0.444456577,0.298884593,NOT
1619,PA2965,beta-ketoacyl-acyl carrier protein synthase II,0.191714346,0.166413646,0.444998741,1.585392077,NOT
2757,PA4664,S-adenosylmethionine-dependent methyltransferase,0.046255332,0.03728,0.445383549,2.833922769,NOT
1877,PA3333,3-oxoacyl-[acyl-carrier-protein] synthase III,0.089174533,0.072414599,0.447287083,2.423682032,NOT
2157,PA3769,GMP synthase,0.061864473,0.049076661,0.448413372,2.301159924,NOT
2973,PA4992,putative aldo-keto reductase,0.113855144,0.093639947,0.44882679,2.188996837,NOT
2122,PA3728,hypothetical protein,0.094811431,0.07688478,0.450116634,2.103567507,NOT
2687,PA4563,30S ribosomal protein S20,0.034637435,0.028162528,0.450395584,2.836976431,NOT
2628,PA4483,Glu-tRNA(Gln) amidotransferase subunit A,0.091292133,0.073680405,0.451360703,2.042508443,NOT
1852,PA3297,probable ATP-dependent helicase,0.05165832,0.041386766,0.452326775,2.617748418,NOT
3094,PA5147,A / G specific adenine glycosylase,0.021588035,0.01832,0.452922821,3.555038664,NOT
1612,PA2958,hypothetical protein,0.642644096,0.645268956,0.453551769,0.488361817,NOT
428,PA0741,conserved hypothetical protein,0.031972081,0.026747619,0.453971386,3.04134374,NOT
3297,PA5454,oxidoreductase Rmd,0.011802492,0.012134579,0.454697132,4.109924208,NOT
3210,PA5315,50S ribosomal protein L33,0.053588492,0.042774312,0.454875469,2.400003746,NOT
766,PA1304,probable oligopeptidase,0.056146691,0.044827216,0.455793381,2.364912811,NOT
3098,PA5152,probable ATP-binding component of ABC transporter,0.021051128,0.018362845,0.457796097,4.278040313,NOT
1843,PA3272,probable ATP-dependent DNA helicase,0.061329877,0.048425021,0.458754063,2.35864682,NOT
2588,PA4435,probable acyl-CoA dehydrogenase,0.373942666,0.355604377,0.460418224,0.993326695,NOT
2990,PA5013,branched-chain amino acid transferase,0.046141249,0.037352884,0.460686684,2.649546562,NOT
2798,PA4720,tRNA (uracil-5-)-methyltransferase,0.003396196,0.005611111,0.460831165,5.834442197,NOT
1548,PA2843,probable aldolase,0.167817787,0.142953605,0.461509705,1.711926013,NOT
31,PA0041,probable hemagglutinin,0.041559174,0.033985552,0.462638378,3.105208637,NOT
3283,PA5436,probable biotin carboxylase subunit of a transcarboxylase,0.009770459,0.010040486,0.462650776,5.21821719,NOT
1022,PA1770,phosphoenolpyruvate synthase,0.047846183,0.038775746,0.463733196,2.52299322,NOT
2007,PA3578,conserved hypothetical protein,0.089352003,0.072431487,0.467981815,2.270953659,NOT
1474,PA2727,hypothetical protein,0.033036247,0.02726597,0.468447208,2.907194842,NOT
724,PA1210,conserved hypothetical protein,0.508912465,0.499983213,0.469314575,0.746418659,NOT
1252,PA2232,PslB,0.002576046,0.004836066,0.469627857,5.238073215,NOT
167,PA0299,Polyamine:pyruvate transaminase,0.017122207,0.015453968,0.470184803,3.274965904,NOT
983,PA1686,DNA-3-methyladenine glycosidase II,0.612281211,0.614370316,0.470471859,0.534836727,NOT
2057,PA3648,outer membrane protein Opr86,0.061917013,0.049102041,0.470498562,2.639931907,NOT
385,PA0625,hypothetical protein,0.533238871,0.527474519,0.471843719,0.662134897,NOT
1011,PA1754,transcriptional regulator CysB,0.151428033,0.127705951,0.472388744,1.763529912,NOT
3036,PA5071,conserved hypothetical protein,0.057494414,0.045914591,0.472741127,2.345760349,NOT
112,PA0170,SiaC,0.004105383,0.0061375,0.473060608,4.521819314,NOT
1694,PA3068,NAD-dependent glutamate dehydrogenase,0.221585485,0.197704154,0.473340511,1.422259241,NOT
2613,PA4463,conserved hypothetical protein,0.208556929,0.184039419,0.473891258,1.484469525,NOT
2316,PA4006,nicotinate mononucleotide adenylyltransferase NadD1,0.149489482,0.125866197,0.474020481,1.900909676,NOT
3325,PA5497,class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit,0.075067541,0.060225705,0.474573612,2.155243592,NOT
523,PA0902,hypothetical protein,0.027400585,0.023242967,0.475529194,3.315035507,NOT
226,PA0391,hypothetical protein,0.099420509,0.081377871,0.475575447,2.311272011,NOT
758,PA1293,hypothetical protein,0.054500199,0.043416138,0.47569418,2.392036784,NOT
1538,PA2828,probable aminotransferase,0.101597659,0.083106823,0.475777149,1.986228823,NOT
1263,PA2250,lipoamide dehydrogenase-Val,0.017172229,0.015429477,0.476591587,4.41683336,NOT
797,PA1365,probable siderophore receptor,0.264608447,0.24197351,0.478269577,1.249612109,NOT
2418,PA4200,hypothetical protein,0.035199374,0.02838796,0.478294849,3.485100173,NOT
3117,PA5181,probable oxidoreductase,0.234297659,0.211199205,0.478628159,1.350816494,NOT
1737,PA3122,probable transcriptional regulator,0.040603425,0.033267987,0.479214191,3.127605008,NOT
1361,PA2537,probable acyltransferase,0.007887683,0.009181818,0.480461121,4.110624745,NOT
3007,PA5038,3-dehydroquinate synthase,0.00948228,0.009710744,0.48111248,3.814919205,NOT
3231,PA5345,ATP-dependent DNA helicase RecG,0.211650982,0.18717732,0.483775139,1.48018384,NOT
461,PA0794,probable aconitate hydratase,0.007640093,0.008772414,0.483921051,5.190470134,NOT
2810,PA4732,glucose-6-phosphate isomerase,0.104120254,0.085576503,0.484104156,1.939498721,NOT
1873,PA3329,hypothetical protein,0.0185198,0.016596006,0.485253811,4.031947728,NOT
571,PA0973,Peptidoglycan associated lipoprotein OprL precursor,0.048729782,0.039037108,0.485415459,3.074969662,NOT
1012,PA1755,hypothetical protein,0.031316687,0.026004808,0.487400532,3.257584962,NOT
2002,PA3570,methylmalonate-semialdehyde dehydrogenase,1.74E-05,0,0.487707138,17.86081965,NOT
250,PA0421,hypothetical protein,0.000212895,0.0015,0.487948895,8.138935936,NOT
1933,PA3438,GTP cyclohydrolase I precursor,0.507455562,0.499169725,0.488482952,0.749944779,NOT
3022,PA5053,heat shock protein HslV,0.00422327,0.006182927,0.48854208,6.998739705,NOT
519,PA0898,N-Succinylglutamate 5-semialdehyde dehydrogenase,0.048173474,0.03889378,0.488776684,2.494065436,NOT
3296,PA5453,GDP-mannose 4,0.053949637,0.043166362,0.489290714,2.539370901,NOT
1680,PA3043,conserved hypothetical protein,0.111440843,0.091907039,0.489483356,2.170390826,NOT
684,PA1150,pyocin S2,0.000516839,0.002064516,0.491579533,6.782716995,NOT
1243,PA2199,probable dehydrogenase,0.175762848,0.151011013,0.494042873,1.64047571,NOT
1009,PA1752,hypothetical protein,0.004204844,0.00602454,0.494209766,5.680476467,NOT
391,PA0641,probable bacteriophage protein,0.305954136,0.284370504,0.494685173,1.200295712,NOT
2618,PA4472,PmbA protein,0.016376077,0.014792822,0.495470524,3.499635099,NOT
502,PA0867,membrane-bound lysozyme inhibitor of c-type lysozyme MliC,0.130551881,0.109980025,0.495906353,1.969826645,NOT
25,PA0032,probable transcriptional regulator,0.314442967,0.293053101,0.497025967,1.174194929,NOT
1239,PA2195,hydrogen cyanide synthase HcnC,0.037631913,0.030584682,0.497182846,2.673873508,NOT
3300,PA5457,methyltransferase,0.116489587,0.096145738,0.498969078,1.92693837,NOT
928,PA1601,probable aldehyde dehydrogenase,0.036928806,0.030303162,0.499147415,2.747633434,NOT
914,PA1580,citrate synthase,0.03104543,0.025900846,0.500423908,3.177597765,NOT
2479,PA4279,type III pantothenate kinase,0.024766787,0.021991881,0.500431538,3.311782703,NOT
2879,PA4839,arginine decarboxylase (ADC),0.071076337,0.056343224,0.5023489,2.215186466,NOT
73,PA0100,hypothetical protein,0.145428896,0.122388592,0.503220081,1.934971709,NOT
3367,PA5569,ribonuclease P protein component,0.002250816,0.004626087,0.503704548,8.170492868,NOT
3103,PA5163,glucose-1-phosphate thymidylyltransferase,0.061867284,0.049034894,0.505903721,2.378808071,NOT
48,PA0070,TagQ1,0.03325714,0.027417341,0.506462097,3.597407161,NOT
2025,PA3613,hypothetical protein,0.061446525,0.04867408,0.506747723,2.43274908,NOT
2928,PA4930,biosynthetic alanine racemase,0.098636618,0.080940028,0.507234573,2.21113505,NOT
1573,PA2888,geranyl-CoA carboxylase,0.622253593,0.623713769,0.507395744,0.546387581,NOT
3189,PA5286,conserved hypothetical protein,0.099558156,0.081460362,0.507891178,2.087303879,NOT
1403,PA2606,conserved hypothetical protein,0.0040322,0.006050633,0.508011341,5.505748004,NOT
3279,PA5428,probable transcriptional regulator,0.024314014,0.021839456,0.508670807,4.010907315,NOT
1782,PA3183,glucose-6-phosphate 1-dehydrogenase,0.048957914,0.039456274,0.509031773,2.782434511,NOT
2983,PA5006,putative kinase,0.246492396,0.222567397,0.510305882,1.42737062,NOT
2510,PA4327,hypothetical protein,0.039552303,0.032287831,0.510981083,3.210352542,NOT
3226,PA5338,guanosine-3',0.059792085,0.047424111,0.512828827,2.659740167,NOT
1489,PA2744,threonyl-tRNA synthetase,0.086358156,0.070991071,0.51357317,2.054577171,NOT
1484,PA2739,phenylalanyl-tRNA synthetase,0.060876592,0.048096469,0.515110493,2.446312317,NOT
2013,PA3587,transcriptional regulator MetR,0.007117225,0.008250602,0.516339302,4.042516094,NOT
1286,PA2305,AmbB,0.020245141,0.017266568,0.517641068,4.398447924,NOT
2978,PA5001,cell surface-sugar biosynthetic glycosyltransferase,0.239333549,0.216543842,0.517738342,1.409328899,NOT
1677,PA3038,OpdQ,0.003176968,0.005238434,0.519816875,4.744600109,NOT
1710,PA3088,conserved hypothetical protein,0.011098685,0.010980695,0.520177841,4.1435845,NOT
454,PA0782,proline dehydrogenase PutA,0.036264856,0.029701099,0.521431446,2.711366001,NOT
1610,PA2956,conserved hypothetical protein,0.039381095,0.032241782,0.521935463,2.630848945,NOT
2318,PA4010,hypothetical protein,0.004995716,0.006424581,0.522614479,4.376318843,NOT
1425,PA2630,conserved hypothetical protein,0.164859672,0.139891953,0.52266407,1.703735892,NOT
2259,PA3919,conserved hypothetical protein,0.007404713,0.008261682,0.524515629,3.980913216,NOT
2992,PA5015,pyruvate dehydrogenase,0.125121763,0.105436028,0.52473402,1.844382357,NOT
513,PA0891,hypothetical protein,0.070191683,0.0555781,0.524751663,2.465428985,NOT
110,PA0168,conserved hypothetical protein,0.105761357,0.086831978,0.525193214,1.947282365,NOT
2354,PA4064,probable ATP-binding component of ABC transporter,0.213026611,0.188714946,0.526319027,1.570693831,NOT
2370,PA4115,conserved hypothetical protein,0.007401997,0.00828103,0.526673317,4.090930324,NOT
2408,PA4182,hypothetical protein,0.030340009,0.025212714,0.526986122,3.349417358,NOT
300,PA0508,probable acyl-CoA dehydrogenase,0.030993881,0.025932203,0.527415752,2.807905831,NOT
1305,PA2366,HsiC3,0.013303043,0.01315493,0.528405666,3.533470806,NOT
2871,PA4819,probable glycosyl transferase,0.383176815,0.364947061,0.530246258,0.944703875,NOT
3289,PA5443,UvrD helicase,0.12515568,0.105435115,0.531392097,1.891604648,NOT
2330,PA4029,conserved hypothetical protein,0.101080315,0.082862664,0.531623363,1.937064927,NOT
2774,PA4686,Mks condensin complex protein MksB,0.029432779,0.024512947,0.531747341,2.847713091,NOT
2232,PA3875,respiratory nitrate reductase alpha chain,0.064490516,0.051376362,0.532108784,2.320415115,NOT
3148,PA5224,aminopeptidase P,0.062578815,0.04950381,0.534439087,2.62559489,NOT
959,PA1654,probable aminotransferase,0.021115301,0.018309696,0.536064148,3.10007447,NOT
3000,PA5025,homocysteine synthase,0.064483207,0.051419463,0.537061691,2.26731047,NOT
1185,PA2112,conserved hypothetical protein,0.001947985,0.004642202,0.538442612,6.252855728,NOT
2093,PA3694,hypothetical protein,0.036761658,0.030194536,0.539177895,2.895627329,NOT
1695,PA3070,conserved hypothetical protein,0.016765567,0.015340872,0.539373398,3.656090513,NOT
1436,PA2644,NADH Dehydrogenase I chain I,0.011710595,0.012082552,0.54204607,3.61842262,NOT
3071,PA5118,thiazole biosynthesis protein ThiI,0.019900154,0.017111441,0.5422225,3.179855541,NOT
2274,PA3943,conserved hypothetical protein,0.14877532,0.125618375,0.545584679,1.85311663,NOT
849,PA1471,hypothetical protein,0.265808109,0.242584906,0.54616642,1.228724073,NOT
475,PA0831,transcriptional regulator OruR,0.263023607,0.240001896,0.54634428,1.237551045,NOT
2946,PA4950,conserved hypothetical protein,0.200196982,0.174880252,0.547024727,1.602781408,NOT
2327,PA4024,ethanolamine-ammonia lyase,0.032950731,0.027090909,0.54821825,3.185913971,NOT
1248,PA2222,hypothetical protein,0.296751056,0.275195998,0.548756599,1.168466219,NOT
2549,PA4387,conserved hypothetical protein,0.004267118,0.006145455,0.548855782,4.606109522,NOT
3164,PA5243,delta-aminolevulinic acid dehydratase,0.240342721,0.217296024,0.54889679,1.327836888,NOT
1991,PA3554,ArnA,0.029680484,0.02482266,0.549408913,3.130812349,NOT
1897,PA3357,D-serine dehydratase,0.069633427,0.055467964,0.549546242,2.485848902,NOT
2253,PA3913,probable protease,0.103728275,0.085108071,0.549571991,1.929208367,NOT
2685,PA4560,isoleucyl-tRNA synthetase,0.060433496,0.04778911,0.550383091,2.318372044,NOT
3134,PA5203,glutamate--cysteine ligase,0.096578898,0.078918079,0.551678181,2.206447286,NOT
411,PA0672,heme oxygenase,0.016284779,0.014841244,0.552920341,3.331095468,NOT
852,PA1475,heme exporter protein CcmA,0.00847563,0.009350877,0.554157257,4.19767331,NOT
2573,PA4418,penicillin-binding protein 3,0.073444427,0.058931225,0.555728912,2.577114963,NOT
1187,PA2115,probable transcriptional regulator,0.118173665,0.098160207,0.556330204,1.897080385,NOT
1026,PA1774,CrfX protein,0.385906861,0.368126614,0.556513786,1.000620174,NOT
2511,PA4328,hypothetical protein,0.012533653,0.013014599,0.55711031,4.01707526,NOT
2379,PA4125,5-carboxymethyl-2-hydroxymuconate isomerase,0.057670127,0.046108444,0.557643414,2.663456025,NOT
2799,PA4721,conserved hypothetical protein,0.317914151,0.296852954,0.557792664,1.130647625,NOT
1049,PA1807,NppD,0.019502358,0.017117117,0.558433056,3.240930214,NOT
303,PA0511,heme d1 biosynthesis protein NirJ,0.396079393,0.379582164,0.558528423,0.925451719,NOT
1958,PA3481,conserved hypothetical protein,0.004720913,0.006478386,0.558711052,4.472775444,NOT
3272,PA5418,sarcosine oxidase alpha subunit,0.012252195,0.012825046,0.561694622,3.612694478,NOT
2108,PA3710,probable GMC-type oxidoreductase,0.002542004,0.004609053,0.562721252,5.081545739,NOT
2984,PA5007,WapG,0.42904877,0.417254333,0.563550472,0.910779734,NOT
3067,PA5114,hypothetical protein,0.013019327,0.01287389,0.564024448,4.59727591,NOT
70,PA0097,hypothetical protein,0.003127911,0.005333333,0.564628124,5.698584974,NOT
2987,PA5010,UDP-glucose:(heptosyl) LPS alpha 1,0.006572923,0.007287129,0.564862728,4.094076213,NOT
1283,PA2302,AmbE,0.029970875,0.024952147,0.567055225,3.772925317,NOT
332,PA0549,hypothetical protein,0.018568863,0.016519878,0.567759037,4.179719723,NOT
2770,PA4677,hypothetical protein,0.034272068,0.027954545,0.570226669,3.185610654,NOT
432,PA0746,probable acyl-CoA dehydrogenase,0.017121388,0.015478537,0.575164795,4.359091365,NOT
3252,PA5372,choline dehydrogenase,0.053644856,0.042771769,0.576602459,2.405791853,NOT
3044,PA5079,conserved hypothetical protein,0.127875024,0.107904101,0.577060699,2.055185814,NOT
1292,PA2323,GapN,0.085118448,0.069824981,0.577072144,2.088483261,NOT
1016,PA1759,probable transcriptional regulator,0.011553655,0.011606805,0.578098774,3.74783197,NOT
3232,PA5346,SadB,0.051297284,0.041405607,0.578671455,2.4284396,NOT
3135,PA5204,N-acetylglutamate synthase,0.016836608,0.015316129,0.579312801,3.640163682,NOT
170,PA0302,polyamine transport protein PotG,0.012469855,0.012952381,0.581550121,4.074172474,NOT
2779,PA4695,acetolactate synthase isozyme III small subunit,0.048181263,0.038856597,0.581642151,2.81562793,NOT
756,PA1288,oxylipin transporter,0.047492804,0.03815622,0.582334995,3.14447498,NOT
1077,PA1850,probable transcriptional regulator,0.000688194,0.002677966,0.583069801,7.175746852,NOT
1264,PA2252,probable AGCS sodium/alanine/glycine symporter,0.206816206,0.181986494,0.583583355,1.517101277,NOT
1867,PA3317,hypothetical protein,0.000445338,0.002258824,0.587222099,8.746531054,NOT
2707,PA4591,hypothetical protein,0.010718655,0.010792157,0.588499546,4.203599485,NOT
875,PA1521,probable guanine deaminase,0.464176207,0.45308549,0.590551376,0.784187977,NOT
2005,PA3574.1,Uncharacterized protein,0.120561975,0.100756757,0.591049194,1.826076256,NOT
858,PA1484,probable transcriptional regulator,0.051387978,0.041366947,0.592569828,2.742185591,NOT
2743,PA4640,malate:quinone oxidoreductase,0.006423346,0.007396985,0.594555855,4.518130916,NOT
1124,PA1978,response regulator ErbR,0.110559551,0.090979347,0.594564438,2.045317868,NOT
2231,PA3874,respiratory nitrate reductase beta chain,0.106180578,0.087242732,0.595130444,1.961922525,NOT
2635,PA4490,MagC,0.00032734,0.002666667,0.59525919,7.434136472,NOT
1872,PA3328,probable FAD-dependent monooxygenase,0.033260256,0.027385681,0.596465111,3.467888713,NOT
1783,PA3184,probable transcriptional regulator,0.010856259,0.010846004,0.597128391,4.242298417,NOT
2531,PA4363,inhibitor of chromosome initiation IciA,0.007041694,0.008184019,0.5980196,4.994925599,NOT
2027,PA3615,hypothetical protein,0.211306057,0.186698298,0.599057674,1.544480626,NOT
870,PA1514,ureidoglycolate hydrolaseYbbT,0.034370415,0.027981839,0.603900433,3.30605313,NOT
1889,PA3348,CheR1,0.017055485,0.015414013,0.604777336,4.234189665,NOT
2809,PA4731,aspartate 1-decarboxylase precursor,0.03622081,0.029799338,0.605224133,2.765802806,NOT
1389,PA2579,L-Tryptophan:oxygen 2,0.030054152,0.024921569,0.607274055,2.829556469,NOT
1953,PA3471,probable malic enzyme,0.047005,0.037862536,0.608592987,2.575952832,NOT
3027,PA5061,conserved hypothetical protein,0.290602046,0.269011452,0.611411095,1.270784078,NOT
3162,PA5241,exopolyphosphatase,0.047449374,0.038081081,0.611518383,3.08466404,NOT
630,PA1075,hypothetical protein,0.230427132,0.207651303,0.612224102,1.413447698,NOT
2059,PA3650,1-deoxy-d-xylulose 5-phosphate reductoisomerase,0.120236996,0.100613798,0.61270237,1.900339946,NOT
1983,PA3534,probable oxidoreductase,0.266700089,0.243314178,0.614328861,1.239707119,NOT
993,PA1726,BglX,0.066555113,0.052768977,0.615646839,2.54520624,NOT
3145,PA5220,hypothetical protein,0.042129715,0.034369765,0.618057251,2.862260438,NOT
1962,PA3485,Tsi3,0.024748505,0.02202168,0.620940685,3.654379677,NOT
2010,PA3582,glycerol kinase,0.076363988,0.062415625,0.621012688,2.275585882,NOT
1167,PA2063,hypothetical protein,0.014706428,0.013772496,0.62285471,4.673839828,NOT
627,PA1071,branched-chain amino acid transport protein BraF,0.008894688,0.009591489,0.623989105,3.948232484,NOT
2039,PA3628,putative esterase,0.033149079,0.027272306,0.625171185,3.116331299,NOT
